,triple,label,masked_triple
22904,Daniel Fredheim Holm father Paal Fredheim,father,Daniel Fredheim Holm [MASK] Paal Fredheim
22905,Steve Williams ( businessman ) given name Steven,businessman,Steve Williams ( [MASK] ) given name Steven
22906,"Joan of Acre noble title Princess, father Edward I",father,"Joan of Acre noble title Princess, [MASK] Edward I"
22907,Ramkarpal Singh father Karpal Singh,father,Ramkarpal Singh [MASK] Karpal Singh
22908,Benjamin father Jacob,father,Benjamin [MASK] Jacob
22909,"Jacob  sex or gender male, mother Rachel",mother,"Jacob  sex or gender male, [MASK] Rachel"
22910,Gregory Orr ( filmmaker ) father William T. Orr,father,Gregory Orr ( filmmaker ) [MASK] William T. Orr
22911,William T. Orr  mother Joy Page,mother,William T. Orr  [MASK] Joy Page
22912,KÅichi SatÅ ( actor ) father RentarÅ Mikuni,actor,KÅichi SatÅ ( [MASK] ) father RentarÅ Mikuni
22913,Jin father Duke Wen,father,Jin [MASK] Duke Wen
22914,Halfdan Hvitbeinn father Olof TrÃ¤tÃ¤lja,father,Halfdan Hvitbeinn [MASK] Olof TrÃ¤tÃ¤lja
22915,Liang Sili father Liang Qichao,father,Liang Sili [MASK] Liang Qichao
22916,Cestrinus father Helenus,father,Cestrinus [MASK] Helenus
22917,Helenus  mother Andromache,mother,Helenus  [MASK] Andromache
22918,Shikina Seimei father Inoha Seiki,father,Shikina Seimei [MASK] Inoha Seiki
22919,Jordan  mother Queen Rania,mother,Jordan  [MASK] Queen Rania
22921,Ladislas Poniatowski father Michel Poniatowski,father,Ladislas Poniatowski [MASK] Michel Poniatowski
22922,"Genista anglica, host Ulex",host,"Genista anglica, [MASK] Ulex"
22923,"Vani Rattanakanya noble title Princess, occupation Princess, father Mongkut",father,"Vani Rattanakanya noble title Princess, occupation Princess, [MASK] Mongkut"
22924,WÃ¤stberg father Erik WÃ¤stberg,father,WÃ¤stberg [MASK] Erik WÃ¤stberg
22925,"Matilda I , Countess of Nevers father Peter II",father,"Matilda I , Countess of Nevers [MASK] Peter II"
22926,Lee Baxter father Stuart Baxter,father,Lee Baxter [MASK] Stuart Baxter
22927,Edward Judson father Adoniram Judson,father,Edward Judson [MASK] Adoniram Judson
22928,Duke Ding of Jin father Duke Qing,father,Duke Ding of Jin [MASK] Duke Qing
22929,Joseph-Ãdouard Perrault father Joseph-Stanislas Perrault,father,Joseph-Ãdouard Perrault [MASK] Joseph-Stanislas Perrault
22930,"Emilio Osorio occupation Actor, occupation singer, occupation television actor, father Juan Osorio",father,"Emilio Osorio occupation Actor, occupation singer, occupation television actor, [MASK] Juan Osorio"
22931,Juan Osorio  mother Niurka Marcos,mother,Juan Osorio  [MASK] Niurka Marcos
22932,Alexandra Zakharova father Mark Zakharov,father,Alexandra Zakharova [MASK] Mark Zakharov
22933,Wright brothers instance of Team,brothers,Wright [MASK] instance of Team
22934,Rabbi  father Naftali Zvi Yehuda Berlin,father,Rabbi  [MASK] Naftali Zvi Yehuda Berlin
22935,John Randolph ( politician ) father William Randolph,father,John Randolph ( politician ) [MASK] William Randolph
22936,William Randolph  mother Mary Isham,mother,William Randolph  [MASK] Mary Isham
22938,Urien  mother Morgan le Fay,mother,Urien  [MASK] Morgan le Fay
22939,Elisabeth von Magnus father Nikolaus Harnoncourt,father,Elisabeth von Magnus [MASK] Nikolaus Harnoncourt
22940,Sylvie Levecq father Roger Levecq,father,Sylvie Levecq [MASK] Roger Levecq
22941,Sima Zhao father Sima Yi,father,Sima Zhao [MASK] Sima Yi
22942,Dyfnan father Brychan,father,Dyfnan [MASK] Brychan
22944,Jerzy Dominik Lubomirski father Jerzy Sebastian Lubomirski,father,Jerzy Dominik Lubomirski [MASK] Jerzy Sebastian Lubomirski
22946,KanÅ EinÅ father KanÅ Sansetsu,father,KanÅ EinÅ [MASK] KanÅ Sansetsu
22947,Jean-Baptiste AndrÃ© Guillot father Jean-Baptiste Guillot,father,Jean-Baptiste AndrÃ© Guillot [MASK] Jean-Baptiste Guillot
22948,"Yaovamalaya Narumala noble title Princess, mother Ubolratana Narinaga",mother,"Yaovamalaya Narumala noble title Princess, [MASK] Ubolratana Narinaga"
22949,Mathematician  father Sebastian Hensel,father,Mathematician  [MASK] Sebastian Hensel
22950,"Thomas Dutronc occupation singer, occupation Guitarist, mother FranÃ§oise Hardy",mother,"Thomas Dutronc occupation singer, occupation Guitarist, [MASK] FranÃ§oise Hardy"
22951,Jayme Monjardim mother Maysa Matarazzo,mother,Jayme Monjardim [MASK] Maysa Matarazzo
22952,Kesang Choden Wangchuck father Jigme Singye Wangchuck,father,Kesang Choden Wangchuck [MASK] Jigme Singye Wangchuck
22953,"Sachin Tendulkar occupation cricketer, father Ramesh Tendulkar",father,"Sachin Tendulkar occupation cricketer, [MASK] Ramesh Tendulkar"
22954,John Quincy Adams father John Adams,father,John Quincy Adams [MASK] John Adams
22955,Abigail Adams Smith father John Adams,father,Abigail Adams Smith [MASK] John Adams
22956,Gilles de Noailles father Louis de Noailles,father,Gilles de Noailles [MASK] Louis de Noailles
22957,Thomas Robertson ( priest ) place of birth Wakefield,priest,Thomas Robertson ( [MASK] ) place of birth Wakefield
22959,Peter Drelincourt father Charles Drelincourt,father,Peter Drelincourt [MASK] Charles Drelincourt
22960,"Nuadu Finn FÃ¡il occupation King, father GÃ­allchad",father,"Nuadu Finn FÃ¡il occupation King, [MASK] GÃ­allchad"
22961,Nick Kellogg father Clark Kellogg,father,Nick Kellogg [MASK] Clark Kellogg
22962,Jon Hernandez father Ross Rival,father,Jon Hernandez [MASK] Ross Rival
22963,Firas Tlass father Mustafa Tlass,father,Firas Tlass [MASK] Mustafa Tlass
22964,Kim Kirchen father Erny Kirchen,father,Kim Kirchen [MASK] Erny Kirchen
22965,Louvain mother Ida of Chiny,mother,Louvain [MASK] Ida of Chiny
22966,Faure GnassingbÃ© father GnassingbÃ© EyadÃ©ma,father,Faure GnassingbÃ© [MASK] GnassingbÃ© EyadÃ©ma
22967,AuÃ°r the Deep-Minded ( ÃvarsdÃ³ttir ) father Ivar Vidfamne,father,AuÃ°r the Deep-Minded ( ÃvarsdÃ³ttir ) [MASK] Ivar Vidfamne
22968,Adalelm  Count of Troyes father Emenon,father,Adalelm  Count of Troyes [MASK] Emenon
22969,Michael of Trebizond father John II,father,Michael of Trebizond [MASK] John II
22970,Viscountess Keith father Henry Thrale,father,Viscountess Keith [MASK] Henry Thrale
22971,Henry Thrale  mother Hester Thrale,mother,Henry Thrale  [MASK] Hester Thrale
22973,"Natalie Cole occupation Pianist, occupation singer, father Nat King Cole",father,"Natalie Cole occupation Pianist, occupation singer, [MASK] Nat King Cole"
22974,Siddharth Mahadevan father Shankar Mahadevan,father,Siddharth Mahadevan [MASK] Shankar Mahadevan
22975,Ajrabarni Rajkanya father Chulalongkorn,father,Ajrabarni Rajkanya [MASK] Chulalongkorn
22976,Judith Quiney father William Shakespeare,father,Judith Quiney [MASK] William Shakespeare
22977,Scott Frost ( writer ) father Warren Frost,father,Scott Frost ( writer ) [MASK] Warren Frost
22979,"Humayd ibn Qahtaba occupation military leader, father Qahtaba ibn Shabib al-Ta'i",father,"Humayd ibn Qahtaba occupation military leader, [MASK] Qahtaba ibn Shabib al-Ta'i"
22980,"Mary Woodvine occupation Actor, father John Woodvine",father,"Mary Woodvine occupation Actor, [MASK] John Woodvine"
22981,Ji Ju father Buzhu,father,Ji Ju [MASK] Buzhu
22982,Gebre Mesqel Lalibela father Jan Seyum,father,Gebre Mesqel Lalibela [MASK] Jan Seyum
22983,Eduardo Serrano ( actor ) Carmen Julia,actor,Eduardo Serrano ( [MASK] ) Carmen Julia
22985,Asperula  host Galium,host,Asperula  [MASK] Galium
22986,Paul Mactire father Leod Macgilleandrais,father,Paul Mactire [MASK] Leod Macgilleandrais
22987,Ginnifer Goodwin  voice actor Rosario Dawson,actor,Ginnifer Goodwin  voice [MASK] Rosario Dawson
22988,Dean Paul Martin father Dean Martin,father,Dean Paul Martin [MASK] Dean Martin
22989,Eudoxe Marcille father FranÃ§ois Marcille,father,Eudoxe Marcille [MASK] FranÃ§ois Marcille
22990,Friedeburg  mother Theda Ukena,mother,Friedeburg  [MASK] Theda Ukena
22991,Thomas Maule father Peter Maule,father,Thomas Maule [MASK] Peter Maule
22993,Deioneus  mother Diomede,mother,Deioneus  [MASK] Diomede
22994,Robert Meyer father Robert Castberg Meyer,father,Robert Meyer [MASK] Robert Castberg Meyer
22995,Robert Castberg Meyer  mother Edel Nielsen,mother,Robert Castberg Meyer  [MASK] Edel Nielsen
22996,Kevin Michael Richardson  voice actor Ving Rhames,actor,Kevin Michael Richardson  voice [MASK] Ving Rhames
22997,Ving Rhames  voice actor Daveigh Chase,actor,Ving Rhames  voice [MASK] Daveigh Chase
22998,Daveigh Chase  voice actor Kevin McDonald,actor,Daveigh Chase  voice [MASK] Kevin McDonald
22999,Kevin McDonald  voice actor David Ogden Stiers,actor,Kevin McDonald  voice [MASK] David Ogden Stiers
23000,David Ogden Stiers  voice actor Jason Scott Lee,actor,David Ogden Stiers  voice [MASK] Jason Scott Lee
23001,Jason Scott Lee  voice actor Tia Carrere,actor,Jason Scott Lee  voice [MASK] Tia Carrere
23002,Ameena Ahmad Ahuja father Nuruddin Ahmed,father,Ameena Ahmad Ahuja [MASK] Nuruddin Ahmed
23003,Jelena Å ubiÄ father George II Å,father,Jelena Å ubiÄ [MASK] George II Å
23004,Numan Acar  voice actor Frank Welker,actor,Numan Acar  voice [MASK] Frank Welker
23005,Frank Welker  voice actor Alan Tudyk,actor,Frank Welker  voice [MASK] Alan Tudyk
23006,Hulagu Khan father Tolui,father,Hulagu Khan [MASK] Tolui
23007,"Tolui  sex or gender male, mother Sorghaghtani Beki",mother,"Tolui  sex or gender male, [MASK] Sorghaghtani Beki"
23008,Manuchar III Jaqeli father Manuchar II Jaqeli,father,Manuchar III Jaqeli [MASK] Manuchar II Jaqeli
23010,Hawise Lestrange father John Lestrange,father,Hawise Lestrange [MASK] John Lestrange
23011,Edward Rice ( priest ) position held Dean,priest,Edward Rice ( [MASK] ) position held Dean
23012,Tokugawa Masako father Tokugawa Hidetada,father,Tokugawa Masako [MASK] Tokugawa Hidetada
23013,Eystein Halfdansson father Halfdan Hvitbeinn,father,Eystein Halfdansson [MASK] Halfdan Hvitbeinn
23014,Armaan Malik father Daboo Malik,father,Armaan Malik [MASK] Daboo Malik
23015,Shimazu Tadatsune father Shimazu Yoshihiro,father,Shimazu Tadatsune [MASK] Shimazu Yoshihiro
23016,Kamilo MaÅ¡ek father KaÅ¡par MaÅ¡ek,father,Kamilo MaÅ¡ek [MASK] KaÅ¡par MaÅ¡ek
23017,Hilde Hagerup father Klaus Hagerup,father,Hilde Hagerup [MASK] Klaus Hagerup
23018,Jessie Harlan Lincoln father Robert Todd Lincoln,father,Jessie Harlan Lincoln [MASK] Robert Todd Lincoln
23019,Pygmalion of Tyre father Mattan,father,Pygmalion of Tyre [MASK] Mattan
23020,Brunvand father Olav Brunvand,father,Brunvand [MASK] Olav Brunvand
23022,Mark Twain  voice actor Wayne Allwine,actor,Mark Twain  voice [MASK] Wayne Allwine
23023,Carter Bassett Harrison father Benjamin Harrison,father,Carter Bassett Harrison [MASK] Benjamin Harrison
23024,Talaus position held king of Argos,king,Talaus position held [MASK] of Argos
23025,William FitzEmpress mother Empress Matilda,mother,William FitzEmpress [MASK] Empress Matilda
23026,Dmitri Sheremetev father Nikolai Sheremetev,father,Dmitri Sheremetev [MASK] Nikolai Sheremetev
23027,Aleksandr Sheremetev  mother Praskovia Kovalyova-Zhemchugova,mother,Aleksandr Sheremetev  [MASK] Praskovia Kovalyova-Zhemchugova
23028,Tom Udall father Stewart Udall,father,Tom Udall [MASK] Stewart Udall
23029,Kim Sol- song father Kim Jong-il,father,Kim Sol- song [MASK] Kim Jong-il
23030,Rich Moore  voice actor Jason Bateman,actor,Rich Moore  voice [MASK] Jason Bateman
23031,Jason Bateman  voice actor Jenny Slate,actor,Jason Bateman  voice [MASK] Jenny Slate
23032,Jenny Slate  voice actor Jared Bush,actor,Jenny Slate  voice [MASK] Jared Bush
23033,Jared Bush  voice actor Octavia Spencer,actor,Jared Bush  voice [MASK] Octavia Spencer
23034,Octavia Spencer  voice actor Don Lake,actor,Octavia Spencer  voice [MASK] Don Lake
23035,Don Lake  voice actor Nate Torrence,actor,Don Lake  voice [MASK] Nate Torrence
23036,Nate Torrence  voice actor Ginnifer Goodwin,actor,Nate Torrence  voice [MASK] Ginnifer Goodwin
23037,Ginnifer Goodwin  voice actor Byron Howard,actor,Ginnifer Goodwin  voice [MASK] Byron Howard
23038,Byron Howard  voice actor Alan Tudyk,actor,Byron Howard  voice [MASK] Alan Tudyk
23039,Alan Tudyk  voice actor Idris Elba,actor,Alan Tudyk  voice [MASK] Idris Elba
23040,Idris Elba  voice actor Tommy Chong,actor,Idris Elba  voice [MASK] Tommy Chong
23041,Tommy Chong  voice actor Bonnie Hunt,actor,Tommy Chong  voice [MASK] Bonnie Hunt
23042,Bonnie Hunt  voice actor Shakira,actor,Bonnie Hunt  voice [MASK] Shakira
23043,Shakira  voice actor Rich Moore,actor,Shakira  voice [MASK] Rich Moore
23044,Hugleik father Alf,father,Hugleik [MASK] Alf
23045,HÅjÅ Akitoki father Kanezawa Sanetoki,father,HÅjÅ Akitoki [MASK] Kanezawa Sanetoki
23046,Taulas father Illyrius,father,Taulas [MASK] Illyrius
23047,Sarah Biasini father Daniel Biasini,father,Sarah Biasini [MASK] Daniel Biasini
23048,Daniel Biasini  mother Romy Schneider,mother,Daniel Biasini  [MASK] Romy Schneider
23049,George Leech ( actor ) occupation Stunt,actor,George Leech ( [MASK] ) occupation Stunt
23050,Sturla Gudlaugsson father JÃ³nas GuÃ°laugsson,father,Sturla Gudlaugsson [MASK] JÃ³nas GuÃ°laugsson
23051,Alexander Pilhatsch father Arnulf Pilhatsch,father,Alexander Pilhatsch [MASK] Arnulf Pilhatsch
23052,"Jochen Heisenberg occupation Physicist, father Werner Heisenberg",father,"Jochen Heisenberg occupation Physicist, [MASK] Werner Heisenberg"
23053,Robert Shaw ( actor ) Mary,actor,Robert Shaw ( [MASK] ) Mary
23054,Zhou father King Cheng,father,Zhou [MASK] King Cheng
23055,Asher father Jacob,father,Asher [MASK] Jacob
23056,Jacob  mother Zilpah,mother,Jacob  [MASK] Zilpah
23058,Vincent Wilkie father Colin Wilkie,father,Vincent Wilkie [MASK] Colin Wilkie
23059,Aldeburgh  father Gustav Holst,father,Aldeburgh  [MASK] Gustav Holst
23060,Japheth father Noah,father,Japheth [MASK] Noah
23061,Shunbajunki father Shunten,father,Shunbajunki [MASK] Shunten
23062,Zheng Keshuang father Zheng Jing,father,Zheng Keshuang [MASK] Zheng Jing
23063,Saint-Quentin ) father Charlemagne,father,Saint-Quentin ) [MASK] Charlemagne
23064,"Joan Cribb occupation botanist, father Desmond Herbert",father,"Joan Cribb occupation botanist, [MASK] Desmond Herbert"
23065,Zebulun father Jacob,father,Zebulun [MASK] Jacob
23067,Pompeia ( daughter of Sextus Pompeius,daughter,Pompeia ( [MASK] of Sextus Pompeius
23068,"Zoia CeauÈescu occupation Mathematician, father Nicolae CeauÈescu",father,"Zoia CeauÈescu occupation Mathematician, [MASK] Nicolae CeauÈescu"
23069,Jens Aars father Jacob Aars,father,Jens Aars [MASK] Jacob Aars
23070,Margaret Aitken ( the great witch of Balwearie,witch,Margaret Aitken ( the great [MASK] of Balwearie
23071,Prasanna Kumar Tagore father Gopi Mohan Tagore,father,Prasanna Kumar Tagore [MASK] Gopi Mohan Tagore
23072,April Winchell  voice actor James Woods,actor,April Winchell  voice [MASK] James Woods
23073,James Woods  voice actor Dabney Coleman,actor,James Woods  voice [MASK] Dabney Coleman
23074,Dabney Coleman  voice actor Courtland Mead,actor,Dabney Coleman  voice [MASK] Courtland Mead
23075,Courtland Mead  voice actor Rickey D'Shon Collins,actor,Courtland Mead  voice [MASK] Rickey D'Shon Collins
23076,Rickey D'Shon Collins  voice actor Melissa Joan Hart,actor,Rickey D'Shon Collins  voice [MASK] Melissa Joan Hart
23077,Melissa Joan Hart  voice actor Jason Davis,actor,Melissa Joan Hart  voice [MASK] Jason Davis
23078,Sangarius ( mythology ) father Oceanus,father,Sangarius ( mythology ) [MASK] Oceanus
23079,Bernard Mallet father Louis Mallet,father,Bernard Mallet [MASK] Louis Mallet
23080,TÄwhiao father PÅtatau Te Wherowhero,father,TÄwhiao [MASK] PÅtatau Te Wherowhero
23081,"Bernhard Bach occupation Composer, father Johann Sebastian Bach",father,"Bernhard Bach occupation Composer, [MASK] Johann Sebastian Bach"
23082,Tsai Hong-tu father Tsai Wan-lin,father,Tsai Hong-tu [MASK] Tsai Wan-lin
23083,Jean Renoir father Pierre-Auguste Renoir,father,Jean Renoir [MASK] Pierre-Auguste Renoir
23084,Juha Lind father Arvi Lind,father,Juha Lind [MASK] Arvi Lind
23086,Tom Hanks  voice actor Daryl Sabara,actor,Tom Hanks  voice [MASK] Daryl Sabara
23087,Daryl Sabara  voice actor Jimmy Bennett,actor,Daryl Sabara  voice [MASK] Jimmy Bennett
23088,Frederick father Theodore,father,Frederick [MASK] Theodore
23089,"Tamina Snuka occupation professional wrestler, father Jimmy Snuka",father,"Tamina Snuka occupation professional wrestler, [MASK] Jimmy Snuka"
23090,Ivor Spencer-Churchill mother Consuelo Vanderbilt,mother,Ivor Spencer-Churchill [MASK] Consuelo Vanderbilt
23091,Breckin Meyer  voice actor Bill Murray,actor,Breckin Meyer  voice [MASK] Bill Murray
23092,Al-Musta'in father Al-Mu'tasim,father,Al-Musta'in [MASK] Al-Mu'tasim
23093,Drake Bulldogs women 's basketball head coach Jennie Baranczyk,women,Drake Bulldogs [MASK] 's basketball head coach Jennie Baranczyk
23094,Mbandzeni  mother Labotsibeni Mdluli,mother,Mbandzeni  [MASK] Labotsibeni Mdluli
23095,Ferdinand Bischoffsheim father Jonathan-RaphaÃ«l Bischoffsheim,father,Ferdinand Bischoffsheim [MASK] Jonathan-RaphaÃ«l Bischoffsheim
23096,Gustaf Munch-Petersen father Jon Julius Munch-Petersen,father,Gustaf Munch-Petersen [MASK] Jon Julius Munch-Petersen
23097,Kaykhusraw I father Kilij Arslan II,father,Kaykhusraw I [MASK] Kilij Arslan II
23098,"Archie Butler ( actor ) occupation Actor, occupation Stunt",actor,"Archie Butler ( [MASK] ) occupation Actor, occupation Stunt"
23099,Colin Macaulay father John Macaulay,father,Colin Macaulay [MASK] John Macaulay
23100,Mordechai Ben David father David Werdyger,father,Mordechai Ben David [MASK] David Werdyger
23101,Mary Barratt Due father Thomas Ball Barratt,father,Mary Barratt Due [MASK] Thomas Ball Barratt
23102,"John Clarke ( actor ) occupation television actor, child Melinda Clarke",actor,"John Clarke ( [MASK] ) occupation television actor, child Melinda Clarke"
23103,"Susan Alice Buffett occupation philanthropist, father Warren Buffett",father,"Susan Alice Buffett occupation philanthropist, [MASK] Warren Buffett"
23104,Taliqu father Qadaqchi,father,Taliqu [MASK] Qadaqchi
23105,"Henry Marc Brunel occupation Engineer, occupation Civil engineer, father Isambard Kingdom Brunel",father,"Henry Marc Brunel occupation Engineer, occupation Civil engineer, [MASK] Isambard Kingdom Brunel"
23107,Wilhelm von Bismarck father Otto von Bismarck,father,Wilhelm von Bismarck [MASK] Otto von Bismarck
23108,Elara ( mythology ) father Orchomenus,father,Elara ( mythology ) [MASK] Orchomenus
23109,"Unni Bernhoft occupation singer, father Bias Bernhoft",father,"Unni Bernhoft occupation singer, [MASK] Bias Bernhoft"
23110,GÃ¼n TemÃ¼r Khan father Elbeg NigÃ¼lesÃ¼gchi Khan,father,GÃ¼n TemÃ¼r Khan [MASK] Elbeg NigÃ¼lesÃ¼gchi Khan
23111,Sara bint Asem father Prince Asem bin Nayef,father,Sara bint Asem [MASK] Prince Asem bin Nayef
23113,Rie Kugimiya  voice actor Tia Ballard,actor,Rie Kugimiya  voice [MASK] Tia Ballard
